gene_id,protein_id
ENSG00000242173,ENSP00000242173
ENSG00000242175,ENSP00000242175
ENSG00000242176,ENSP00000242176
ENSG00000242178,ENSP00000242178
ENSG00000242182,ENSP00000242182
ENSG00000242186,ENSP00000242186
ENSG00000242190,ENSP00000242190
ENSG00000242193,ENSP00000242193
ENSG00000242195,ENSP00000242195
ENSG00000242197,ENSP00000242197
ENSG00000242198,ENSP00000242198
ENSG00000242199,ENSP00000242199
ENSG00000242201,ENSP00000242201
ENSG00000242206,ENSP00000242206
ENSG00000242207,ENSP00000242207
ENSG00000242208,ENSP00000242208
ENSG00000242209,ENSP00000242209
ENSG00000242214,ENSP00000242214
ENSG00000242216,ENSP00000242216
ENSG00000242220,ENSP00000242220
ENSG00000242221,ENSP00000242221
ENSG00000242222,ENSP00000242222
ENSG00000242229,ENSP00000242229
ENSG00000242236,ENSP00000242236
ENSG00000242241,ENSP00000242241
ENSG00000242242,ENSP00000242242
ENSG00000242244,ENSP00000242244
ENSG00000242246,ENSP00000242246
ENSG00000242247,ENSP00000242247
ENSG00000242248,ENSP00000242248
ENSG00000242251,ENSP00000242251
ENSG00000242252,ENSP00000242252
ENSG00000242255,ENSP00000242255
ENSG00000242256,ENSP00000242256
ENSG00000242258,ENSP00000242258
ENSG00000242259,ENSP00000242259
ENSG00000242261,ENSP00000242261
ENSG00000242262,ENSP00000242262
ENSG00000242265,ENSP00000242265
ENSG00000242266,ENSP00000242266
ENSG00000242267,ENSP00000242267
ENSG00000242268,ENSP00000242268
ENSG00000242272,ENSP00000242272
ENSG00000242276,ENSP00000242276
ENSG00000242278,ENSP00000242278
ENSG00000242279,ENSP00000242279
ENSG00000242280,ENSP00000242280
ENSG00000242281,ENSP00000242281
ENSG00000242282,ENSP00000242282
ENSG00000242285,ENSP00000242285
ENSG00000242288,ENSP00000242288
ENSG00000242290,ENSP00000242290
ENSG00000242291,ENSP00000242291
ENSG00000242292,ENSP00000242292
ENSG00000242293,ENSP00000242293
ENSG00000242294,ENSP00000242294
ENSG00000242295,ENSP00000242295
ENSG00000242296,ENSP00000242296
ENSG00000242299,ENSP00000242299
ENSG00000242307,ENSP00000242307
ENSG00000242308,ENSP00000242308
ENSG00000242314,ENSP00000242314
ENSG00000242315,ENSP00000242315
ENSG00000242317,ENSP00000242317
ENSG00000242318,ENSP00000242318
ENSG00000242320,ENSP00000242320
ENSG00000242321,ENSP00000242321
ENSG00000242324,ENSP00000242324
ENSG00000242325,ENSP00000242325
ENSG00000242326,ENSP00000242326
ENSG00000242327,ENSP00000242327
ENSG00000242329,ENSP00000242329
ENSG00000242330,ENSP00000242330
ENSG00000242337,ENSP00000242337
ENSG00000242338,ENSP00000242338
ENSG00000242339,ENSP00000242339
ENSG00000242341,ENSP00000242341
ENSG00000242348,ENSP00000242348
ENSG00000242352,ENSP00000242352
ENSG00000242353,ENSP00000242353
ENSG00000242358,ENSP00000242358
ENSG00000242360,ENSP00000242360
ENSG00000242362,ENSP00000242362
ENSG00000242364,ENSP00000242364
ENSG00000242365,ENSP00000242365
ENSG00000242366,ENSP00000242366
ENSG00000242370,ENSP00000242370
ENSG00000242371,ENSP00000242371
ENSG00000242372,ENSP00000242372
ENSG00000242375,ENSP00000242375
ENSG00000242381,ENSP00000242381
ENSG00000242385,ENSP00000242385
ENSG00000242387,ENSP00000242387
ENSG00000242389,ENSP00000242389
ENSG00000242390,ENSP00000242390
ENSG00000242391,ENSP00000242391
ENSG00000242393,ENSP00000242393
ENSG00000242396,ENSP00000242396
ENSG00000242398,ENSP00000242398
ENSG00000242399,ENSP00000242399
ENSG00000242405,ENSP00000242405
ENSG00000242407,ENSP00000242407
ENSG00000242411,ENSP00000242411
ENSG00000242412,ENSP00000242412
ENSG00000242417,ENSP00000242417
ENSG00000242419,ENSP00000242419
ENSG00000242423,ENSP00000242423
ENSG00000242428,ENSP00000242428
ENSG00000242430,ENSP00000242430
ENSG00000242431,ENSP00000242431
ENSG00000242435,ENSP00000242435
ENSG00000242436,ENSP00000242436
ENSG00000242439,ENSP00000242439
ENSG00000242440,ENSP00000242440
ENSG00000242441,ENSP00000242441
ENSG00000242444,ENSP00000242444
ENSG00000242445,ENSP00000242445
ENSG00000242456,ENSP00000242456
ENSG00000242457,ENSP00000242457
ENSG00000242461,ENSP00000242461
ENSG00000242472,ENSP00000242472
ENSG00000242473,ENSP00000242473
ENSG00000242474,ENSP00000242474
ENSG00000242477,ENSP00000242477
ENSG00000242479,ENSP00000242479
ENSG00000242482,ENSP00000242482
ENSG00000242483,ENSP00000242483
ENSG00000242485,ENSP00000242485
ENSG00000242488,ENSP00000242488
ENSG00000242493,ENSP00000242493
ENSG00000242498,ENSP00000242498
ENSG00000242507,ENSP00000242507
ENSG00000242509,ENSP00000242509
ENSG00000242510,ENSP00000242510
ENSG00000242512,ENSP00000242512
ENSG00000242515,ENSP00000242515
ENSG00000242516,ENSP00000242516
ENSG00000242520,ENSP00000242520
ENSG00000242522,ENSP00000242522
ENSG00000242524,ENSP00000242524
ENSG00000242525,ENSP00000242525
ENSG00000242527,ENSP00000242527
ENSG00000242529,ENSP00000242529
ENSG00000242531,ENSP00000242531
ENSG00000242534,ENSP00000242534
ENSG00000242536,ENSP00000242536
ENSG00000242537,ENSP00000242537
ENSG00000242539,ENSP00000242539
ENSG00000242540,ENSP00000242540
ENSG00000242545,ENSP00000242545
ENSG00000242547,ENSP00000242547
ENSG00000242550,ENSP00000242550
ENSG00000242551,ENSP00000242551
ENSG00000242552,ENSP00000242552
ENSG00000242553,ENSP00000242553
ENSG00000242559,ENSP00000242559
ENSG00000242560,ENSP00000242560
ENSG00000242561,ENSP00000242561
ENSG00000242562,ENSP00000242562
ENSG00000242565,ENSP00000242565
ENSG00000242568,ENSP00000242568
ENSG00000242571,ENSP00000242571
ENSG00000242573,ENSP00000242573
ENSG00000242574,ENSP00000242574
ENSG00000242575,ENSP00000242575
ENSG00000242578,ENSP00000242578
ENSG00000242580,ENSP00000242580
ENSG00000242583,ENSP00000242583
ENSG00000242586,ENSP00000242586
ENSG00000242588,ENSP00000242588
ENSG00000242590,ENSP00000242590
ENSG00000242593,ENSP00000242593
ENSG00000242595,ENSP00000242595
ENSG00000242598,ENSP00000242598
ENSG00000242599,ENSP00000242599
ENSG00000242600,ENSP00000242600
ENSG00000242602,ENSP00000242602
ENSG00000242607,ENSP00000242607
ENSG00000242608,ENSP00000242608
ENSG00000242609,ENSP00000242609
ENSG00000242610,ENSP00000242610
ENSG00000242611,ENSP00000242611
ENSG00000242612,ENSP00000242612
ENSG00000242613,ENSP00000242613
ENSG00000242614,ENSP00000242614
ENSG00000242615,ENSP00000242615
ENSG00000242616,ENSP00000242616
ENSG00000242618,ENSP00000242618
ENSG00000242622,ENSP00000242622
ENSG00000242628,ENSP00000242628
ENSG00000242634,ENSP00000242634
ENSG00000242635,ENSP00000242635
ENSG00000242636,ENSP00000242636
ENSG00000242638,ENSP00000242638
ENSG00000242640,ENSP00000242640
ENSG00000242641,ENSP00000242641
ENSG00000242650,ENSP00000242650
ENSG00000242651,ENSP00000242651
ENSG00000242653,ENSP00000242653
ENSG00000242654,ENSP00000242654
ENSG00000242657,ENSP00000242657
ENSG00000242659,ENSP00000242659
ENSG00000242660,ENSP00000242660
ENSG00000242661,ENSP00000242661
ENSG00000242667,ENSP00000242667
ENSG00000242668,ENSP00000242668
ENSG00000242670,ENSP00000242670
ENSG00000242671,ENSP00000242671
ENSG00000242673,ENSP00000242673
ENSG00000242675,ENSP00000242675
ENSG00000242683,ENSP00000242683
ENSG00000242686,ENSP00000242686
ENSG00000242688,ENSP00000242688
ENSG00000242689,ENSP00000242689
ENSG00000242692,ENSP00000242692
ENSG00000242696,ENSP00000242696
ENSG00000242697,ENSP00000242697
ENSG00000242699,ENSP00000242699
ENSG00000242703,ENSP00000242703
ENSG00000242705,ENSP00000242705
ENSG00000242706,ENSP00000242706
ENSG00000242707,ENSP00000242707
ENSG00000242709,ENSP00000242709
ENSG00000242715,ENSP00000242715
ENSG00000242719,ENSP00000242719
ENSG00000242727,ENSP00000242727
ENSG00000242728,ENSP00000242728
ENSG00000242729,ENSP00000242729
ENSG00000242731,ENSP00000242731
ENSG00000242732,ENSP00000242732
ENSG00000242735,ENSP00000242735
ENSG00000242736,ENSP00000242736
ENSG00000242737,ENSP00000242737
ENSG00000242741,ENSP00000242741
ENSG00000242747,ENSP00000242747
ENSG00000242748,ENSP00000242748
ENSG00000242752,ENSP00000242752
ENSG00000242753,ENSP00000242753
ENSG00000242756,ENSP00000242756
ENSG00000242757,ENSP00000242757
ENSG00000242759,ENSP00000242759
ENSG00000242764,ENSP00000242764
ENSG00000242766,ENSP00000242766
ENSG00000242767,ENSP00000242767
ENSG00000242768,ENSP00000242768
ENSG00000242769,ENSP00000242769
ENSG00000242770,ENSP00000242770
ENSG00000242771,ENSP00000242771
ENSG00000242775,ENSP00000242775
ENSG00000242779,ENSP00000242779
ENSG00000242781,ENSP00000242781
ENSG00000242790,ENSP00000242790
ENSG00000242791,ENSP00000242791
ENSG00000242793,ENSP00000242793
ENSG00000242794,ENSP00000242794
ENSG00000242795,ENSP00000242795
ENSG00000242797,ENSP00000242797
ENSG00000242798,ENSP00000242798
ENSG00000242802,ENSP00000242802
ENSG00000242807,ENSP00000242807
ENSG00000242808,ENSP00000242808
ENSG00000242810,ENSP00000242810
ENSG00000242811,ENSP00000242811
ENSG00000242814,ENSP00000242814
ENSG00000242816,ENSP00000242816
ENSG00000242818,ENSP00000242818
ENSG00000242828,ENSP00000242828
ENSG00000242829,ENSP00000242829
ENSG00000242834,ENSP00000242834
ENSG00000242836,ENSP00000242836
ENSG00000242837,ENSP00000242837
ENSG00000242841,ENSP00000242841
ENSG00000242849,ENSP00000242849
ENSG00000242850,ENSP00000242850
ENSG00000242852,ENSP00000242852
ENSG00000242853,ENSP00000242853
ENSG00000242854,ENSP00000242854
ENSG00000242855,ENSP00000242855
ENSG00000242856,ENSP00000242856
ENSG00000242858,ENSP00000242858
ENSG00000242860,ENSP00000242860
ENSG00000242861,ENSP00000242861
ENSG00000242863,ENSP00000242863
ENSG00000242865,ENSP00000242865
ENSG00000242866,ENSP00000242866
ENSG00000242875,ENSP00000242875
ENSG00000242876,ENSP00000242876
ENSG00000242880,ENSP00000242880
ENSG00000242882,ENSP00000242882
ENSG00000242887,ENSP00000242887
ENSG00000242888,ENSP00000242888
ENSG00000242889,ENSP00000242889
ENSG00000242893,ENSP00000242893
ENSG00000242894,ENSP00000242894
ENSG00000242899,ENSP00000242899
ENSG00000242902,ENSP00000242902
ENSG00000242908,ENSP00000242908
ENSG00000242911,ENSP00000242911
ENSG00000242912,ENSP00000242912
ENSG00000242915,ENSP00000242915
ENSG00000242922,ENSP00000242922
ENSG00000242925,ENSP00000242925
ENSG00000242928,ENSP00000242928
ENSG00000242931,ENSP00000242931
ENSG00000242936,ENSP00000242936
ENSG00000242941,ENSP00000242941
ENSG00000242943,ENSP00000242943
ENSG00000242945,ENSP00000242945
ENSG00000242948,ENSP00000242948
ENSG00000242950,ENSP00000242950
ENSG00000242951,ENSP00000242951
ENSG00000242952,ENSP00000242952
ENSG00000242953,ENSP00000242953
ENSG00000242958,ENSP00000242958
ENSG00000242960,ENSP00000242960
ENSG00000242963,ENSP00000242963
ENSG00000242968,ENSP00000242968
ENSG00000242970,ENSP00000242970
ENSG00000242971,ENSP00000242971
ENSG00000242973,ENSP00000242973
ENSG00000242976,ENSP00000242976
ENSG00000242978,ENSP00000242978
ENSG00000242979,ENSP00000242979
ENSG00000242983,ENSP00000242983
ENSG00000242985,ENSP00000242985
ENSG00000242986,ENSP00000242986
ENSG00000242989,ENSP00000242989
ENSG00000242990,ENSP00000242990
ENSG00000242991,ENSP00000242991
ENSG00000242992,ENSP00000242992
ENSG00000242993,ENSP00000242993
ENSG00000242995,ENSP00000242995
ENSG00000242998,ENSP00000242998
ENSG00000242999,ENSP00000242999
ENSG00000243004,ENSP00000243004
ENSG00000243005,ENSP00000243005
ENSG00000243007,ENSP00000243007
ENSG00000243008,ENSP00000243008
ENSG00000243011,ENSP00000243011
ENSG00000243014,ENSP00000243014
ENSG00000243015,ENSP00000243015
ENSG00000243016,ENSP00000243016
ENSG00000243018,ENSP00000243018
ENSG00000243020,ENSP00000243020
ENSG00000243022,ENSP00000243022
ENSG00000243023,ENSP00000243023
ENSG00000243024,ENSP00000243024
ENSG00000243025,ENSP00000243025
ENSG00000243027,ENSP00000243027
ENSG00000243029,ENSP00000243029
ENSG00000243033,ENSP00000243033
ENSG00000243035,ENSP00000243035
ENSG00000243038,ENSP00000243038
ENSG00000243040,ENSP00000243040
ENSG00000243044,ENSP00000243044
ENSG00000243048,ENSP00000243048
ENSG00000243049,ENSP00000243049
ENSG00000243050,ENSP00000243050
ENSG00000243051,ENSP00000243051
ENSG00000243053,ENSP00000243053
ENSG00000243055,ENSP00000243055
ENSG00000243056,ENSP00000243056
ENSG00000243058,ENSP00000243058
ENSG00000243059,ENSP00000243059
ENSG00000243062,ENSP00000243062
ENSG00000243063,ENSP00000243063
ENSG00000243064,ENSP00000243064
ENSG00000243066,ENSP00000243066
ENSG00000243069,ENSP00000243069
ENSG00000243071,ENSP00000243071
ENSG00000243072,ENSP00000243072
ENSG00000243073,ENSP00000243073
ENSG00000243075,ENSP00000243075
ENSG00000243081,ENSP00000243081
ENSG00000243083,ENSP00000243083
ENSG00000243085,ENSP00000243085
ENSG00000243089,ENSP00000243089
ENSG00000243094,ENSP00000243094
ENSG00000243095,ENSP00000243095
ENSG00000243099,ENSP00000243099
ENSG00000243101,ENSP00000243101
ENSG00000243103,ENSP00000243103
ENSG00000243104,ENSP00000243104
ENSG00000243107,ENSP00000243107
ENSG00000243115,ENSP00000243115
ENSG00000243116,ENSP00000243116
ENSG00000243122,ENSP00000243122
ENSG00000243124,ENSP00000243124
ENSG00000243125,ENSP00000243125
ENSG00000243129,ENSP00000243129
ENSG00000243130,ENSP00000243130
ENSG00000243136,ENSP00000243136
ENSG00000243137,ENSP00000243137
ENSG00000243141,ENSP00000243141
ENSG00000243144,ENSP00000243144
ENSG00000243147,ENSP00000243147
ENSG00000243149,ENSP00000243149
ENSG00000243150,ENSP00000243150
ENSG00000243154,ENSP00000243154
ENSG00000243155,ENSP00000243155
ENSG00000243156,ENSP00000243156
ENSG00000243160,ENSP00000243160
ENSG00000243164,ENSP00000243164
ENSG00000243165,ENSP00000243165
ENSG00000243167,ENSP00000243167
ENSG00000243171,ENSP00000243171
ENSG00000243173,ENSP00000243173
ENSG00000243175,ENSP00000243175
ENSG00000243176,ENSP00000243176
ENSG00000243179,ENSP00000243179
ENSG00000243181,ENSP00000243181
ENSG00000243187,ENSP00000243187
ENSG00000243188,ENSP00000243188
ENSG00000243193,ENSP00000243193
ENSG00000243195,ENSP00000243195
ENSG00000243197,ENSP00000243197
ENSG00000243199,ENSP00000243199
ENSG00000243207,ENSP00000243207
ENSG00000243224,ENSP00000243224
ENSG00000243225,ENSP00000243225
ENSG00000243227,ENSP00000243227
ENSG00000243230,ENSP00000243230
ENSG00000243232,ENSP00000243232
ENSG00000243234,ENSP00000243234
ENSG00000243236,ENSP00000243236
ENSG00000243238,ENSP00000243238
ENSG00000243243,ENSP00000243243
ENSG00000243244,ENSP00000243244
ENSG00000243250,ENSP00000243250
ENSG00000243254,ENSP00000243254
ENSG00000243256,ENSP00000243256
ENSG00000243257,ENSP00000243257
ENSG00000243260,ENSP00000243260
ENSG00000243264,ENSP00000243264
ENSG00000243265,ENSP00000243265
ENSG00000243267,ENSP00000243267
ENSG00000243273,ENSP00000243273
ENSG00000243274,ENSP00000243274
ENSG00000243276,ENSP00000243276
ENSG00000243279,ENSP00000243279
ENSG00000243280,ENSP00000243280
ENSG00000243284,ENSP00000243284
ENSG00000243287,ENSP00000243287
ENSG00000243289,ENSP00000243289
ENSG00000243290,ENSP00000243290
ENSG00000243295,ENSP00000243295
ENSG00000243296,ENSP00000243296
ENSG00000243297,ENSP00000243297
ENSG00000243302,ENSP00000243302
ENSG00000243303,ENSP00000243303
ENSG00000243304,ENSP00000243304
ENSG00000243305,ENSP00000243305
ENSG00000243307,ENSP00000243307
ENSG00000243312,ENSP00000243312
ENSG00000243313,ENSP00000243313
ENSG00000243314,ENSP00000243314
ENSG00000243316,ENSP00000243316
ENSG00000243317,ENSP00000243317
ENSG00000243319,ENSP00000243319
ENSG00000243321,ENSP00000243321
ENSG00000243323,ENSP00000243323
ENSG00000243328,ENSP00000243328
ENSG00000243333,ENSP00000243333
ENSG00000243335,ENSP00000243335
ENSG00000243338,ENSP00000243338
ENSG00000243339,ENSP00000243339
ENSG00000243345,ENSP00000243345
ENSG00000243346,ENSP00000243346
ENSG00000243347,ENSP00000243347
ENSG00000243349,ENSP00000243349
ENSG00000243352,ENSP00000243352
ENSG00000243353,ENSP00000243353
ENSG00000243355,ENSP00000243355
ENSG00000243359,ENSP00000243359
ENSG00000243364,ENSP00000243364
ENSG00000243365,ENSP00000243365
ENSG00000243366,ENSP00000243366
ENSG00000243368,ENSP00000243368
ENSG00000243370,ENSP00000243370
ENSG00000243373,ENSP00000243373
ENSG00000243374,ENSP00000243374
ENSG00000243378,ENSP00000243378
ENSG00000243383,ENSP00000243383
ENSG00000243384,ENSP00000243384
ENSG00000243385,ENSP00000243385
ENSG00000243388,ENSP00000243388
ENSG00000243389,ENSP00000243389
ENSG00000243396,ENSP00000243396
ENSG00000243398,ENSP00000243398
ENSG00000243402,ENSP00000243402
ENSG00000243403,ENSP00000243403
ENSG00000243404,ENSP00000243404
ENSG00000243406,ENSP00000243406
ENSG00000243410,ENSP00000243410
ENSG00000243414,ENSP00000243414
ENSG00000243415,ENSP00000243415
ENSG00000243417,ENSP00000243417
ENSG00000243420,ENSP00000243420
ENSG00000243422,ENSP00000243422
ENSG00000243423,ENSP00000243423
ENSG00000243424,ENSP00000243424
ENSG00000243426,ENSP00000243426
ENSG00000243429,ENSP00000243429
ENSG00000243431,ENSP00000243431
ENSG00000243433,ENSP00000243433
ENSG00000243437,ENSP00000243437
ENSG00000243438,ENSP00000243438
ENSG00000243439,ENSP00000243439
ENSG00000243445,ENSP00000243445
ENSG00000243446,ENSP00000243446
ENSG00000243449,ENSP00000243449
ENSG00000243455,ENSP00000243455
ENSG00000243466,ENSP00000243466
ENSG00000243468,ENSP00000243468
ENSG00000243469,ENSP00000243469
ENSG00000243477,ENSP00000243477
ENSG00000243478,ENSP00000243478
ENSG00000243479,ENSP00000243479
ENSG00000243480,ENSP00000243480
ENSG00000243483,ENSP00000243483
ENSG00000243485,ENSP00000243485
ENSG00000243486,ENSP00000243486
ENSG00000243488,ENSP00000243488
ENSG00000243489,ENSP00000243489
ENSG00000243491,ENSP00000243491
ENSG00000243494,ENSP00000243494
ENSG00000243495,ENSP00000243495
ENSG00000243498,ENSP00000243498
ENSG00000243499,ENSP00000243499
ENSG00000243501,ENSP00000243501
ENSG00000243503,ENSP00000243503
ENSG00000243504,ENSP00000243504
ENSG00000243505,ENSP00000243505
ENSG00000243507,ENSP00000243507
ENSG00000243508,ENSP00000243508
ENSG00000243509,ENSP00000243509
ENSG00000243510,ENSP00000243510
ENSG00000243514,ENSP00000243514
ENSG00000243516,ENSP00000243516
ENSG00000243517,ENSP00000243517
ENSG00000243518,ENSP00000243518
ENSG00000243519,ENSP00000243519
ENSG00000243521,ENSP00000243521
ENSG00000243531,ENSP00000243531
ENSG00000243532,ENSP00000243532
ENSG00000243537,ENSP00000243537
ENSG00000243538,ENSP00000243538
ENSG00000243539,ENSP00000243539
ENSG00000243541,ENSP00000243541
ENSG00000243543,ENSP00000243543
ENSG00000243544,ENSP00000243544
ENSG00000243546,ENSP00000243546
ENSG00000243547,ENSP00000243547
ENSG00000243548,ENSP00000243548
ENSG00000243549,ENSP00000243549
ENSG00000243550,ENSP00000243550
ENSG00000243554,ENSP00000243554
ENSG00000243560,ENSP00000243560
ENSG00000243562,ENSP00000243562
ENSG00000243566,ENSP00000243566
ENSG00000243568,ENSP00000243568
ENSG00000243572,ENSP00000243572
ENSG00000243574,ENSP00000243574
ENSG00000243581,ENSP00000243581
ENSG00000243584,ENSP00000243584
ENSG00000243591,ENSP00000243591
ENSG00000243592,ENSP00000243592
ENSG00000243593,ENSP00000243593
ENSG00000243596,ENSP00000243596
ENSG00000243601,ENSP00000243601
ENSG00000243607,ENSP00000243607
ENSG00000243609,ENSP00000243609
ENSG00000243613,ENSP00000243613
ENSG00000243620,ENSP00000243620
ENSG00000243621,ENSP00000243621
ENSG00000243627,ENSP00000243627
ENSG00000243629,ENSP00000243629
ENSG00000243633,ENSP00000243633
ENSG00000243635,ENSP00000243635
ENSG00000243636,ENSP00000243636
ENSG00000243641,ENSP00000243641
ENSG00000243642,ENSP00000243642
ENSG00000243643,ENSP00000243643
ENSG00000243646,ENSP00000243646
ENSG00000243648,ENSP00000243648
ENSG00000243649,ENSP00000243649
ENSG00000243650,ENSP00000243650
ENSG00000243655,ENSP00000243655
ENSG00000243658,ENSP00000243658
ENSG00000243659,ENSP00000243659
ENSG00000243660,ENSP00000243660
ENSG00000243661,ENSP00000243661
ENSG00000243663,ENSP00000243663
ENSG00000243664,ENSP00000243664
ENSG00000243667,ENSP00000243667
ENSG00000243669,ENSP00000243669
ENSG00000243671,ENSP00000243671
ENSG00000243672,ENSP00000243672
ENSG00000243674,ENSP00000243674
ENSG00000243675,ENSP00000243675
ENSG00000243678,ENSP00000243678
ENSG00000243679,ENSP00000243679
ENSG00000243680,ENSP00000243680
ENSG00000243686,ENSP00000243686
ENSG00000243687,ENSP00000243687
ENSG00000243694,ENSP00000243694
ENSG00000243695,ENSP00000243695
ENSG00000243696,ENSP00000243696
ENSG00000243697,ENSP00000243697
ENSG00000243700,ENSP00000243700
ENSG00000243701,ENSP00000243701
ENSG00000243702,ENSP00000243702
ENSG00000243704,ENSP00000243704
ENSG00000243705,ENSP00000243705
ENSG00000243708,ENSP00000243708
ENSG00000243709,ENSP00000243709
ENSG00000243710,ENSP00000243710
ENSG00000243711,ENSP00000243711
ENSG00000243715,ENSP00000243715
ENSG00000243716,ENSP00000243716
ENSG00000243720,ENSP00000243720
ENSG00000243721,ENSP00000243721
ENSG00000243723,ENSP00000243723
ENSG00000243725,ENSP00000243725
ENSG00000243729,ENSP00000243729
ENSG00000243730,ENSP00000243730
ENSG00000243733,ENSP00000243733
ENSG00000243738,ENSP00000243738
ENSG00000243742,ENSP00000243742
ENSG00000243744,ENSP00000243744
ENSG00000243746,ENSP00000243746
ENSG00000243749,ENSP00000243749
ENSG00000243753,ENSP00000243753
ENSG00000243758,ENSP00000243758
ENSG00000243759,ENSP00000243759
ENSG00000243761,ENSP00000243761
ENSG00000243762,ENSP00000243762
ENSG00000243766,ENSP00000243766
ENSG00000243770,ENSP00000243770
ENSG00000243771,ENSP00000243771
ENSG00000243772,ENSP00000243772
ENSG00000243775,ENSP00000243775
ENSG00000243777,ENSP00000243777
ENSG00000243779,ENSP00000243779
ENSG00000243780,ENSP00000243780
ENSG00000243781,ENSP00000243781
ENSG00000243782,ENSP00000243782
ENSG00000243789,ENSP00000243789
ENSG00000243792,ENSP00000243792
ENSG00000243794,ENSP00000243794
ENSG00000243795,ENSP00000243795
ENSG00000243797,ENSP00000243797
ENSG00000243799,ENSP00000243799
ENSG00000243801,ENSP00000243801
ENSG00000243802,ENSP00000243802
ENSG00000243806,ENSP00000243806
ENSG00000243810,ENSP00000243810
ENSG00000243811,ENSP00000243811
ENSG00000243813,ENSP00000243813
ENSG00000243817,ENSP00000243817
ENSG00000243818,ENSP00000243818
ENSG00000243819,ENSP00000243819
ENSG00000243822,ENSP00000243822
ENSG00000243824,ENSP00000243824
ENSG00000243828,ENSP00000243828
ENSG00000243829,ENSP00000243829
ENSG00000243830,ENSP00000243830
ENSG00000243831,ENSP00000243831
ENSG00000243832,ENSP00000243832
ENSG00000243836,ENSP00000243836
ENSG00000243838,ENSP00000243838
ENSG00000243844,ENSP00000243844
ENSG00000243845,ENSP00000243845
ENSG00000243847,ENSP00000243847
ENSG00000243849,ENSP00000243849
ENSG00000243853,ENSP00000243853
ENSG00000243854,ENSP00000243854
ENSG00000243855,ENSP00000243855
ENSG00000243856,ENSP00000243856
ENSG00000243859,ENSP00000243859
ENSG00000243861,ENSP00000243861
ENSG00000243864,ENSP00000243864
ENSG00000243870,ENSP00000243870
ENSG00000243871,ENSP00000243871
ENSG00000243872,ENSP00000243872
ENSG00000243873,ENSP00000243873
ENSG00000243877,ENSP00000243877
ENSG00000243883,ENSP00000243883
ENSG00000243885,ENSP00000243885
ENSG00000243886,ENSP00000243886
ENSG00000243888,ENSP00000243888
ENSG00000243889,ENSP00000243889
ENSG00000243894,ENSP00000243894
ENSG00000243896,ENSP00000243896
ENSG00000243900,ENSP00000243900
ENSG00000243902,ENSP00000243902
ENSG00000243903,ENSP00000243903
ENSG00000243904,ENSP00000243904
ENSG00000243905,ENSP00000243905
ENSG00000243910,ENSP00000243910
ENSG00000243911,ENSP00000243911
ENSG00000243914,ENSP00000243914
ENSG00000243915,ENSP00000243915
ENSG00000243916,ENSP00000243916
ENSG00000243918,ENSP00000243918
ENSG00000243920,ENSP00000243920
ENSG00000243925,ENSP00000243925
ENSG00000243926,ENSP00000243926
ENSG00000243927,ENSP00000243927
ENSG00000243929,ENSP00000243929
ENSG00000243930,ENSP00000243930
ENSG00000243939,ENSP00000243939
ENSG00000243943,ENSP00000243943
ENSG00000243944,ENSP00000243944
ENSG00000243945,ENSP00000243945
ENSG00000243951,ENSP00000243951
ENSG00000243953,ENSP00000243953
ENSG00000243954,ENSP00000243954
ENSG00000243955,ENSP00000243955
ENSG00000243957,ENSP00000243957
ENSG00000243959,ENSP00000243959
ENSG00000243960,ENSP00000243960
ENSG00000243961,ENSP00000243961
ENSG00000243964,ENSP00000243964
ENSG00000243967,ENSP00000243967
ENSG00000243968,ENSP00000243968
ENSG00000243969,ENSP00000243969
ENSG00000243970,ENSP00000243970
ENSG00000243974,ENSP00000243974
ENSG00000243976,ENSP00000243976
ENSG00000243977,ENSP00000243977
ENSG00000243978,ENSP00000243978
ENSG00000243979,ENSP00000243979
ENSG00000243980,ENSP00000243980
ENSG00000243981,ENSP00000243981
ENSG00000243986,ENSP00000243986
ENSG00000243988,ENSP00000243988
ENSG00000243989,ENSP00000243989
ENSG00000243991,ENSP00000243991
ENSG00000243995,ENSP00000243995
ENSG00000244000,ENSP00000244000
ENSG00000244002,ENSP00000244002
ENSG00000244003,ENSP00000244003
ENSG00000244004,ENSP00000244004
ENSG00000244005,ENSP00000244005
ENSG00000244006,ENSP00000244006
ENSG00000244009,ENSP00000244009
ENSG00000244018,ENSP00000244018
ENSG00000244019,ENSP00000244019
ENSG00000244020,ENSP00000244020
ENSG00000244021,ENSP00000244021
ENSG00000244024,ENSP00000244024
ENSG00000244025,ENSP00000244025
ENSG00000244026,ENSP00000244026
ENSG00000244031,ENSP00000244031
ENSG00000244033,ENSP00000244033
ENSG00000244034,ENSP00000244034
ENSG00000244036,ENSP00000244036
ENSG00000244038,ENSP00000244038
ENSG00000244039,ENSP00000244039
ENSG00000244040,ENSP00000244040
ENSG00000244041,ENSP00000244041
ENSG00000244043,ENSP00000244043
ENSG00000244044,ENSP00000244044
ENSG00000244045,ENSP00000244045
ENSG00000244048,ENSP00000244048
ENSG00000244050,ENSP00000244050
ENSG00000244052,ENSP00000244052
ENSG00000244053,ENSP00000244053
ENSG00000244055,ENSP00000244055
ENSG00000244056,ENSP00000244056
ENSG00000244057,ENSP00000244057
ENSG00000244060,ENSP00000244060
ENSG00000244061,ENSP00000244061
ENSG00000244062,ENSP00000244062
ENSG00000244063,ENSP00000244063
ENSG00000244065,ENSP00000244065
